"class5","class5_label","n","role_confront_top2","role_police_top2","role_schoolwork_top2","role_network_top2","role_agency_info_top2","role_punishment_top2","role_victim_support_top2","edu_legal_top2","edu_schoolwork_top2","edu_help_info_top2","edu_humanrights_top2","edu_bystander_role_top2","seoul_service_use_count","seoul_service_use_any","seoul_digital_center_yes","support_service_use_count","support_service_use_any","support_digital_center_yes","policy_police_protection_top3","policy_punishment_top3","policy_perp_treatment_top3","policy_secondary_harm_top3","policy_victim_support_top3","policy_online_delete_top3","policy_school_education_top3","policy_workplace_protocol_top3","policy_safe_environment_top3","policy_public_campaign_top3"
"C1","Network-oriented prevention responders",73,0.150684931506849,0.452054794520548,0.287671232876712,0.328767123287671,0.136986301369863,0.246575342465753,0.397260273972603,0.383561643835616,0.424657534246575,0.561643835616438,0.273972602739726,0.356164383561644,3.53424657534247,0.726027397260274,0.575342465753425,3.86301369863014,0.684931506849315,0.575342465753425,0.671232876712329,0.726027397260274,0.219178082191781,0.205479452054795,0.287671232876712,0.0821917808219178,0.191780821917808,0.26027397260274,0.26027397260274,0.0958904109589041
"C2","Escalation-aware mixed responders",146,0.171232876712329,0.36986301369863,0.404109589041096,0.458904109589041,0.23972602739726,0.219178082191781,0.123287671232877,0.315068493150685,0.513698630136986,0.657534246575342,0.315068493150685,0.198630136986301,3.38356164383562,0.76027397260274,0.568493150684932,3.5958904109589,0.719178082191781,0.513698630136986,0.376712328767123,0.554794520547945,0.246575342465753,0.452054794520548,0.383561643835616,0.26027397260274,0.198630136986301,0.280821917808219,0.198630136986301,0.0479452054794521
"C3","Life-threat protective responders",96,0.145833333333333,0.46875,0.489583333333333,0.34375,0.302083333333333,0.208333333333333,0.0416666666666667,0.260416666666667,0.53125,0.604166666666667,0.447916666666667,0.15625,3.19791666666667,0.791666666666667,0.614583333333333,3.84375,0.770833333333333,0.5625,0.3125,0.385416666666667,0.40625,0.354166666666667,0.322916666666667,0.40625,0.270833333333333,0.260416666666667,0.21875,0.0625
"C4","Boundary-clarification persuaders",110,0.4,0.545454545454545,0.272727272727273,0.254545454545455,0.245454545454545,0.145454545454545,0.136363636363636,0.545454545454545,0.409090909090909,0.645454545454546,0.245454545454545,0.154545454545455,3.1,0.727272727272727,0.509090909090909,3.51818181818182,0.672727272727273,0.518181818181818,0.590909090909091,0.718181818181818,0.272727272727273,0.318181818181818,0.254545454545455,0.190909090909091,0.136363636363636,0.245454545454545,0.181818181818182,0.0909090909090909
"C5","Multi-action institutional responders",76,0.184210526315789,0.328947368421053,0.407894736842105,0.315789473684211,0.302631578947368,0.276315789473684,0.184210526315789,0.342105263157895,0.421052631578947,0.578947368421053,0.328947368421053,0.328947368421053,4.35526315789474,0.907894736842105,0.684210526315789,4.81578947368421,0.828947368421053,0.697368421052632,0.513157894736842,0.644736842105263,0.236842105263158,0.276315789473684,0.434210526315789,0.184210526315789,0.131578947368421,0.197368421052632,0.25,0.131578947368421
