"outcome","model","term","estimate","std.error","z","p.value","OR","OR_lo","OR_hi","p_fdr_BH","p_holm"
"q40_police","firth_penalized","college",0.289318692026394,0.430281440110662,NA,0.520742658307173,1.33551727942313,0.569910543275921,3.52508945015595,0.962498672349914,1
"q40_police","firth_penalized","married",0.235253597630317,0.336151307257668,NA,0.504886943911317,1.2652295872769,0.636168524199677,2.5598161950311,0.962498672349914,1
"q40_police","firth_penalized","employed",-0.0767052192939096,0.433655304262479,NA,0.867259876498764,0.926162828303164,0.396467082205599,2.42096650434446,0.962498672349914,1
"q40_police","firth_penalized","one_person",0.308967330128607,0.317954534412918,NA,0.354596764746226,1.36201787282782,0.70465330812416,2.6031274336857,0.927406923182438,1
"q40_police","firth_penalized","disability",-0.205641704842011,0.57056586769321,NA,0.728136202366529,0.814124720977885,0.208823717335279,2.38164114672384,0.962498672349914,1
"q40_police","firth_penalized","own_victim",-0.159094808233251,0.331895718779346,NA,0.648827086029878,0.852915491724869,0.438268985222291,1.71993522299393,0.962498672349914,1
"q40_police","firth_penalized","victim_blaming_z",0.0188019341480431,0.164933163003837,NA,0.913657738497416,1.01897980352585,0.722966488695438,1.42827226469004,0.962498672349914,1
"q40_police","firth_penalized","crime_denial_z",0.0132608947002459,0.168978349268426,NA,0.940430915839546,1.01334921031394,0.71439791756668,1.43425260007859,0.962498672349914,1
"q40_police","firth_penalized","stereotype_z",-0.187660275006215,0.125843522284806,NA,0.153338143798285,0.828896256180845,0.639056141713301,1.07241441911186,0.579277432126854,1
"q40_police","firth_penalized","fear_z",0.341230949830699,0.203114327976332,NA,0.108237522989793,1.40667807541385,0.927969665768569,2.14797772122837,0.525725111664711,1
"q40_police","firth_penalized","cjs_distrust_z",0.0154194547242958,0.200933440611368,NA,0.94205933944883,1.0155389478995,0.671215836582018,1.54647896826871,0.962498672349914,1
"q40_police","firth_penalized","gender_awareness_z",0.279288484419193,0.156860071476888,NA,0.0859615577373936,1.32218871970127,0.961960355531677,1.84457106606815,0.520604161592652,1
