"class5","dig","offcnt","total_type_count","severe_coharm","intimate","stedu","q42_police","online_withdrawal","crime_denial","n"
"5C_1",0.904109589041096,2.47945205479452,3.38356164383562,0.36986301369863,0.465753424657534,0.506849315068493,0.356164383561644,0.0821917808219178,1.58447488584475,73
"5C_2",1.54109589041096,3.75342465753425,5.29452054794521,0.554794520547945,0.636986301369863,0.561643835616438,0.294520547945205,0.273972602739726,2.31735159817352,146
"5C_3",2.07291666666667,4.45833333333333,6.53125,0.760416666666667,0.729166666666667,0.697916666666667,0.510416666666667,0.40625,2.64930555555556,96
"5C_4",1.27272727272727,3.41818181818182,4.69090909090909,0.418181818181818,0.772727272727273,0.509090909090909,0.127272727272727,0.172727272727273,1.91515151515152,110
"5C_5",2.05263157894737,4.27631578947368,6.32894736842105,0.736842105263158,0.618421052631579,0.710526315789474,0.473684210526316,0.381578947368421,1.91228070175439,76
