"class3","dig","offcnt","total_type_count","severe_coharm","intimate","stedu","q42_police","online_withdrawal","crime_denial","n"
"3C_1",0.911392405063291,2.59493670886076,3.50632911392405,0.40506329113924,0.518987341772152,0.481012658227848,0.329113924050633,0.0759493670886076,1.59071729957806,79
"3C_2",1.12941176470588,3.22352941176471,4.35294117647059,0.341176470588235,0.776470588235294,0.482352941176471,0.129411764705882,0.129411764705882,1.89803921568627,85
"3C_3",1.83382789317507,4.0919881305638,5.92581602373887,0.658753709198813,0.658753709198813,0.643916913946588,0.388724035608309,0.344213649851632,2.30662710187933,337
